GPU modelis: GeForce GT 210, Dzinēja ātrums (GPU speed): 589 MHz, Barošanas ligzdas: Nav, Operatīvā atmiņa: 1 GB, Atmiņas tehnoloģija: DDR2, Dzesēšana: Standard Cooler, Cena: 45.16
GPU modelis: Radeon RX 6800 XT, Dzinēja ātrums (GPU speed): 2250 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 618.6
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2169 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 629.61
GPU modelis: GeForce RTX 4060 Ti (16GB), Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 632.92
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2124 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 633.56
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2213 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 637.15
GPU modelis: GeForce RTX 4060 Ti (16GB), Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 639.27
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2124 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 642.63
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2254 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 646.91
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2254 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 647.66
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2213 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 655.19
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 655.6
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2254 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 658.56
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 660.44
GPU modelis: GeForce RTX 3070 Ti, Dzinēja ātrums (GPU speed): 1770 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 663.76
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 664.8
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2490 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 666.5
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 668.92
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 669.0
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 675.88
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 675.88
GPU modelis: Radeon RX 7800 XT, Dzinēja ātrums (GPU speed): 2213 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 676.88
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 689.33
GPU modelis: GeForce RTX 3070, Dzinēja ātrums (GPU speed): 1725 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 691.4
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 695.9
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 695.92
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 697.42
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 698.07
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2490 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 703.59
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 709.13
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 711.77
GPU modelis: Radeon RX 7600, Dzinēja ātrums (GPU speed): 2300 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 713.55
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 714.97
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2490 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 719.12
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 720.21
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 720.21
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 725.93
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 728.26
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 729.39
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 736.52
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 738.44
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 742.38
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 743.83
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 744.86
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 746.02
Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Cena: 746.32
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2490 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 746.86
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 750.91
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 753.46
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 754.57
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 760.4
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 764.13
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 764.55
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 766.41
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 766.83
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 767.77
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 776.84
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 777.49
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2475 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 785.26
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 785.47
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 787.25
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 797.13
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 797.8
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 802.72
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 806.35
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 815.58
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 839.97
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 842.13
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 847.0
GPU modelis: GeForce RTX 4070, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 858.62
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2175 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 894.86
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2075 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 898.96
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 905.28
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 915.12
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 919.72
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2220 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 920.51
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2310 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 931.48
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2075 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 932.54
GPU modelis: GeForce RTX 4070 SUPER, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 941.88
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2075 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 947.13
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2130 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 951.33
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 952.97
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 952.97
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 955.91
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 959.89
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 963.49
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 964.05
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 964.21
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 967.32
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2730 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 968.2
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 978.53
GPU modelis: GeForce RTX 3070, Dzinēja ātrums (GPU speed): 1725 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 987.26
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 990.21
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2175 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 994.41
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 999.45
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1011.51
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 1012.24
GPU modelis: Radeon RX 7900 XT, Dzinēja ātrums (GPU speed): 2220 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1015.39
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2730 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1023.46
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1033.71
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1041.68
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2730 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1052.77
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1056.36
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2730 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1068.14
GPU modelis: GeForce RTX 4060 Ti (16GB), Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 1069.35
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2655 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1071.84
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2700 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 1074.87
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2700 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Water Block Only, Cena: 1074.87
